#ID,RA,DEC,RV,RV_err,RAD
NGC1023_S46,40.1768,39.03409,604,6,3.98
NGC1023_S47,40.08805,39.01522,665,17,2.94
NGC1023_S48,40.03929,39.05717,478,15,2.85
NGC1023_S49,40.04227,39.06045,826,39,2.7
NGC1023_S50,40.04484,39.06267,563,9,2.57
NGC1023_S51,40.05413,39.07494,431,10,2.25
NGC1023_S52,40.05898,39.05436,702,21,1.99
NGC1023_S53,40.0681,39.05803,380,17,1.52
NGC1023_S54,40.07013,39.06448,638,5,1.4
NGC1023_S55,39.97364,39.0414,545,13,6.03
NGC1023_S56,40.20191,39.07416,537,10,4.79
NGC1023_S57,40.23856,39.0869,504,13,6.61
NGC1023_S58,40.06172,39.09212,684,7,2.49
NGC1023_S59,40.07928,39.09097,739,8,1.92
NGC1023_S60,40.08567,39.08269,420,8,1.34
NGC1023_S61,40.10257,39.0889,832,6,1.54
NGC1023_S62,40.1023,39.0427,869,5,1.24
NGC1023_S63,40.12297,39.0607,771,8,1.08
NGC1023_S64,40.12359,39.03452,551,10,2.05
NGC1023_S65,40.12423,39.05783,893,17,1.17
NGC1023_S66,40.13262,39.04562,677,9,1.85
NGC1023_S67,40.14143,39.04522,564,17,2.21
NGC1023_S68,40.14947,39.07673,870,6,2.44
NGC1023_S69,40.07761,39.04884,483,35,1.36
NGC1023_S70,40.08881,39.04047,699,14,1.47
NGC1023_S71,40.09335,39.03804,668,7,1.55
NGC1023_S72,40.08758,39.07417,737,6,0.87
NGC1023_S73,40.10043,39.07812,590,12,0.89
NGC1023_S74,40.1126,39.06457,683,13,0.59
NGC1023_S75,40.10226,39.0511,465,20,0.74
NGC1023_S76,40.10376,39.04976,703,9,0.83
NGC1023_S77,40.02409,39.05163,646,7,3.61
NGC1023_S78,40.03696,39.04305,713,11,3.18
NGC1023_S79,40.16636,39.09352,781,14,3.58
NGC1023_S80,40.1841,39.08211,766,6,4.08
NGC1023_S81,40.12731,39.07768,747,9,1.54
NGC1023_S82,40.13033,39.05935,323,8,1.43
NGC1023_S83,40.11334,39.07287,662,8,0.85
NGC1023_S84,40.056831,39.110569,892,6,3.48
NGC1023_S85,40.087799,39.126644,683,8,3.84
NGC1023_S86,40.256485,39.076706,549,12,7.33
NGC1023_S87,40.114285,39.118507,764,7,3.38
NGC1023_S88,40.212242,39.04063,375,13,5.4
NGC1023_S89,40.081341,39.137505,782,11,4.54
NGC1023_S90,40.08461,39.193783,820,16,7.86
NGC1023_S91,39.943123,39.057114,579,22,7.32
NGC1023_S92,40.110996,39.175587,596,12,6.76
NGC1023_S93,40.222916,39.068741,603,8,5.73
NGC1023_S94,39.97868,39.088871,719,10,5.86
NGC1023_S95,40.2178,39.049725,715,13,5.55
NGC1023_S96,40.004482,39.090591,586,13,4.74
NGC1023_S97,40.190685,39.046585,742,19,4.34
NGC1023_S98,40.056725,39.07217,462,17,2.09
NGC1023_S99,40.07472,39.05348,432,14,1.32
NGC1023_S100,40.08562,39.04517,509,20,1.28
NGC1023_S101,40.13578,39.0542,745,12,1.75
NGC1023_S102,40.0897,39.07131,479,19,0.68
NGC1023_S103,40.09116,39.06575,474,25,0.44
NGC1023_S104,40.10132,39.07431,527,5,0.66
NGC1023_S105,40.0917,39.05902,269,31,0.47
NGC1023_S106,40.09325,39.05557,479,6,0.56
NGC1023_S107,40.12496,39.06818,835,13,1.2
NGC1023_S108,40.07958,39.06012,381,12,0.97
NGC1023_S109,40.11534,39.0691,764,10,0.79
NGC1023_S110,40.044833,39.063917,436,32,2.57
NGC1023_S111,40.124708,39.0535,774,19,1.29
NGC1023_S112,40.15239,39.03109,742,12,3.11
NGC1023_S113,40.15438,39.0412,685,8,2.86
