Name,RA,Dec,V,V_err,g,g_err,r,r_err,i,i_err
NGC4278_GC222  ,185.045092,29.319686,586,7,21.483,0.005,20.303,0.005,,
NGC4278_GC223  ,185.104896,29.321722,575,10,23.351,0.017,22.151,0.016,,
NGC4278_GC224  ,185.050633,29.322228,707,16,23.129,0.013,22.158,0.016,,
NGC4278_GC225  ,185.069808,29.322647,847,17,22.383,0.009,21.646,0.01,,
NGC4278_GC226  ,185.043583,29.323133,605,10,22.137,0.007,20.88,0.006,,
NGC4278_GC227  ,185.061467,29.323356,525,12,23.264,0.013,21.981,0.012,,
NGC4278_GC228  ,184.918796,29.324219,528,6,20.836,0.004,19.992,0.005,,
NGC4278_GC229  ,185.059767,29.324714,738,8,22.101,0.008,20.674,0.006,,
NGC4278_GC230  ,185.119263,29.325586,578,15,21.888,0.007,21.09,0.007,,
NGC4278_GC231  ,185.126492,29.326553,611,16,23.275,0.017,22.421,0.016,,
NGC4278_GC232  ,185.058821,29.328069,572,10,22.219,0.007,21.112,0.006,,
NGC4278_GC233  ,184.977379,29.3318,514,9,22.297,0.008,21.4,0.008,,
NGC4278_GC234  ,184.950975,29.331942,880,17,22.867,0.011,21.952,0.011,,
NGC4278_GC235  ,185.097663,29.333836,870,9,22.127,0.008,20.995,0.007,,
NGC4278_GC236  ,185.061833,29.334703,467,15,24.092,0.027,23.048,0.028,,
NGC4278_GC237  ,184.959838,29.3354,823,18,23.01,0.014,22.166,0.014,,
NGC4278_GC238  ,185.054992,29.337697,685,5,21.386,0.004,20.521,0.005,,
NGC4278_GC239  ,185.031,29.339811,344,19,22.592,0.01,21.659,0.01,,
NGC4278_GC240  ,185.033429,29.343375,568,7,22.191,0.007,21.174,0.007,,
NGC4278_GC241  ,185.052533,29.345147,693,8,21.831,0.007,20.996,0.007,,
NGC4278_GC242  ,185.067183,29.351639,479,25,22.516,0.009,21.718,0.009,,
NGC4278_GC243  ,185.016083,29.352236,587,13,23.812,0.018,22.395,0.016,,
NGC4278_GC244  ,185.097417,29.352436,706,13,22.716,0.011,21.794,0.01,,
NGC4278_GC245  ,184.996033,29.354444,528,17,23.401,0.017,22.531,0.019,,
NGC4278_GC246  ,185.016142,29.35535,614,14,23.725,0.019,22.396,0.018,,
NGC4278_GC247  ,184.998263,29.362397,737,12,22.507,0.01,21.712,0.01,,
NGC4278_GC248  ,184.975992,29.367839,636,28,22.976,0.013,22.1,0.014,,
NGC4278_GC249  ,185.023479,29.367936,640,10,21.112,0.004,20.239,0.005,,
NGC4278_GC250  ,185.040463,29.37305,554,9,22.098,0.007,20.812,0.006,,
NGC4278_GC251  ,184.9931,29.376947,564,15,22.316,0.008,21.487,0.008,,
NGC4278_GC252  ,185.052754,29.378264,634,25,22.915,0.012,22.061,0.012,,
NGC4278_GC253  ,185.070121,29.381017,375,29,22.968,0.012,22.141,0.013,,
NGC4278_GC254  ,185.029808,29.385256,480,5,20.335,0.004,19.06,0.004,,
NGC4278_GC255  ,185.069925,29.398056,676,10,21.694,0.006,20.859,0.006,,
NGC4278_GC256  ,185.101946,29.402872,512,18,22.249,0.008,21.346,0.007,,
NGC4365_GC1  ,186.06139,7.30139,1634,7,21.913,0.018,21.293,0.014,21.065,0.014
NGC4365_GC2  ,186.07227,7.27854,1390,13,23.882,0.031,23.073,0.023,22.751,0.023
NGC4365_GC3  ,186.07657,7.27854,1232,5,21.147,0.017,20.448,0.013,20.158,0.012
NGC4365_GC4  ,186.07679,7.26885,1379,8,22.73,0.021,22.194,0.018,21.984,0.017
NGC4365_GC5  ,186.08625,7.32723,1358,16,23.118,0.025,22.456,0.019,22.094,0.02
NGC4365_GC6  ,186.08634,7.27619,1300,37,23.664,0.029,23.031,0.023,22.808,0.024
NGC4365_GC7  ,186.08655,7.25642,1108,13,23.745,0.029,23.054,0.022,22.646,0.022
NGC4365_GC8  ,186.0902,7.24345,797,11,23.401,0.025,22.714,0.02,22.373,0.019
NGC4365_GC9  ,186.09172,7.24818,1232,24,23.489,0.025,22.913,0.022,22.726,0.022
NGC4365_GC10 ,186.09602,7.31735,1518,5,20.775,0.016,20.117,0.013,19.807,0.012
NGC4365_GC11 ,186.09696,7.28509,1145,18,23.076,0.023,22.526,0.019,22.247,0.019
